entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
29	24	2	No Archive Warnings Apply,F/F,The Magicians (TV),Jane Chatwin/Margo Hanson,Jane Chatwin,Femslash February,Pre-Femslash,Brief suicide ideation,	17669330	Jane tends her garden, making sure each watch is running properly, trimming the shrubbery. It's what she's always done since she came here so long ago. She is the last remaining Chatwin, a thoroughly unsettling thought. Her brothers, and all of her other selves, are dead. Jane wants to leave the circle, there's only one unknown adventure awaiting her. And she's been alive for so very long, her bones themselves ache to be buried. But there is always the chance leaving will make everything collapse, she can't be that selfish. When the beautiful queen visits her, Jane feels a spark of excitement. She can feel Margo will return. How very curious. 	crown on my head but the world on my shoulder	111	Teen And Up Audiences	Running a messy kingdom is exhausting, luckily Margo knows a place where time stops. 	0	2019-02-05	0
30	8	0	Underage,F/M,Jekyll and Hyde (TV),Lily Clarke | Lily Carew,Wordcount: 100-1.000,Wordcount: 100-500,Loss of Virginity,	17667845	"When Lily Carew was seventeen, she decided she must have an affair with a man.  She had considered the advantages and disadvantages carefully. A lost hymen may lead to an awkward conversation on a wedding night, depending on the husband, but Lily had plans for her life that, while they did not exclude marriage, did not necessitate one, either.  Perhaps, in retrospect, she had been hasty in her methods. He was one of those men who came to see her father late at night bearing parcels and guns, who she wasn't supposed to see or acknowledge. Harry wasn't much older than she was, and he, too, knew he wasn't supposed to notice young Miss Carew as she skulked about on top of the stairs.  In the end, it was almost too easy to tempt him to come to her, and then come up another flight and into the shelter of the thick walls of her bedroom.  ""How-- Was it all right?"" he asked afterwards, panting from his exercise.  Educational , thought Lily, who had noticed how his pupils changed and his throat flexed as he came.  She smiled, snuggling down on her side of the pillow. ""Perfectly lovely."" "	A Necessary Step	197	Teen And Up Audiences	When Lily Carew was seventeen, she decided she must have an affair with a man. 	0	2019-02-05	0
31	170	14	No Archive Warnings Apply,M/M,Marvel Cinematic Universe,Steve Rogers/Tony Stark,Tony Stark,Steve Rogers,Civil War,Introspection,Not A Fix-It,Angst,Drabble,	17666099	You shattered my heart into pieces back in the cold concrete bunker in Siberia. Now, I'm rereading the letter you wrote to me, but your apology came too little, too late. It's clear who you have chosen to be with. Therefore, as the flame licks away your words, turning the paper into ashes, I shall sit here in the dark, watching as the dying flicker of love fizzle to the ground, and I will mourn for what I can't ever have.   	Piece by Piece	100	Teen And Up Audiences	When the day breaks, I will forgive, but I'll never forget; I'm moving on without you by my side. 	7	2019-02-05	1
32	1	0	Graphic Depictions Of Violence,Other,None - Fandom,	17665634	I want to tear open my veins and feel the blood pour from my skin and watch as it pools around my body as life drains from me. I want to feel my breath grow weak and my vision blurr as the cold, sweet hands of death caress my dying face. I want to stare death in the eyes as they offer their hand to me. I want to take their hand and step from my lifeless body. I want to accept my fate that I shall not live forever and take it into my hands and decide when I live or die. I want to cease to exist, and I want that to be my choice. 	I want	117	Teen And Up Audiences	 	0	2019-02-05	0
33	27	1	Major Character Death,Sherlock (TV),Sherlock Holmes &amp; John Watson,Sherlock Holmes,John Watson,Suicide,Pain,Suicide Notes,Sonnets,	17664272	You limped into my life clutching a cane. Your mind was in anguish, your shoulder sore.  I had to save you from your blinding pain. I had to show you life outside the war.   Our flat grew a friendship, you found the light. Nightmares of death replaced by peaceful sighs. Emotional pain gone, you won the fight. Cane in the closet, your shoulders held high.  My friend, our time I would soon be taking. As I stood atop the roof, my heart cried. Below, you sobbed like levies were breaking. When I hit the concrete, your spirit died.  I could save your dear life, but not my own. I'm sorry, my friend, I left you alone. 	Dear Watson	116	Teen And Up Audiences	A suicide note from Sherlock to John in the form of a sonnet. 	0	2019-02-05	0
34	73	16	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale &amp; Stiles Stilinski,Stiles Stilinski,Scott McCall (Teen Wolf),Derek Hale,Drabble,Alternate Universe,Pre-Relationship,High School,A/B/O only mentioned,I Don&#39;t Even Know,	17663801	'Scott! Swap seats with me!' It took a few seconds for Stiles's request to pierce the haze in Scott's head. Studying was hard. ' Why? ' 'I need to be on the aisle when — I just need that seat!' Derek Hale, new kid in school, was an alpha, with chiseled jaw, threatening glare, eyebrows of doom. Stile's little omega heart, and certain other organs, hadn't stopped throbbing since his arrival. Now ambling up the auditorium aisle, he'd pass Stiles in ten, nine, eight… Stiles braced himself. He had to be brave. Twiddling his fingers, 'Hi!' he squeaked meekly as Derek walked past. 	Close Encounters of the Stiles Kind	100	Teen And Up Audiences	The sterekdrabbles challenge for 02/04/19: 'threaten, brave, swap' I don't remember any references to study hall at Beacon Hills High. When I was in high school study hall was in the school auditorium, so that's where I set this piece of silliness. Derek's status as alpha and Stiles's as omega, on the A/B/O spectrum, are merely incidental. 	6	2019-02-05	1
35	UNKNOWN	1	Graphic Depictions Of Violence,Gen,Hunter X Hunter,Tonpa &amp; Killua Zoldyck,Tonpa (Hunter x Hunter),Killua Zoldyck,Alternate Universe - Canon Divergence,POV First Person,Content Warning: Unsanitary,Episode Fix-it,	17662832	"""You really thought you'd get away with faking it?""  Tompa flinched. He'd been afraid of me since the beginning of the Hunter Exam; since I drank that soda and didn't shit my guts out. Still, he managed to retort, ""What are you talking about?""  I went over to him. ""Let me show you...""  He tried to get out of the chains he'd pretended to put on himself, but I was faster. I grabbed the cuffs and snapped them closed. Then, I looked back to the rest of the group. ""There's no point in choosing O. Soon, there'll be only three of us anyway.""  Leorio grabbed an axe from the wall. I laughed and put the other set of chains on myself.  ""See you after the exam, Gon.""  [O:5 X:0] "	learn to lose	131	Teen And Up Audiences	Killua makes a decision at the Trick Tower. 	0	2019-02-04	0
36	25	2	No Archive Warnings Apply,Gen,Sunless Skies,Fallen London | Echo Bazaar,Queen Victoria&amp;Alexis Romanov,Queen Victoria,Alexis Romanov,Crack,Vignette,	17662595	An hour drops. A second slips. There is a flaw in Her Renewed Majesty. The horologists know, and do not observe.   One among her number is unwinding. Like the stars, the royalty's coming undone. Her son had a son and the poor boy cannot stop bleeding; prick him with a needle and he'll empty to nothing at all. 'Does she have it, in ‘er blood that's all covered in hours?' the Urchins cry. 'Would all time go, if we put a wee scratch into ‘er?'  This will not stand. The Monarchy can withstand the wrath of infernal armies. It cannot endure this kind of gossip for long. A solution will have to be found, and the one that stands out is radical— but then isn't it true that the radicals won, in the end?  The stars have gone out. There are so many places to hide a son...  Far in the sky the Unbleeding Tsarevich sleeps. He'll inherit an Empire, some day. We hope we'll sort things out before it comes.  In a sky, a star shines bright unred. 'We do not know what the Tsarevich weeps!' its acolytes cry. 'But it is not blood! It is NOT blood!' 	The Son is a Tsar	199	Teen And Up Audiences	There is a boy who bleeds in line to inherit an Empire. The stars are going out. There are places to hide a son. 	2	2019-02-04	0
37	41	2	No Archive Warnings Apply,Multi,The Avengers (Marvel Movies),Black Widow (Comics),Captain America (Movies),Steve Rogers &amp; Natasha Romanov,Natasha Romanov (Marvel),Steve Rogers,Love,unexpected things,Falling In Love,	17658722	""" Natasha .....I have to go....""   ""You have to go? Where ?""  "" Fury said that i have to go on  a mission""   ""Yeah I understand, but why do  you say in such a dramatic voice ?""  "" Beacuse it's different....It's a 6 year long mission.....""   ""6 years ?""   ""Yeah...""   ""I.....""Natasha's heart stopped...""STEVE,WHAT???The team..""   ""Yes I know and""-Steve The Avengers ....d-d....""   "" Tasha...Listen...From now you are the new Leader.....""    ""What???????""    ""Please.....""   "" For God sake Rogers....What's so important in this mission ?""    ""I have to go.....""    ""Why?""  "" Because.....""    ""Thanks for the satisfying answer Mr Rogers.....When do you start ?""    ""Tomorrow...""Natasha's mind died....She always had feelings for Steve but she never admitted it......""     ""Nat....I'm sorry...."".Before Steve could see the tears in Nat eyes she hugged him...he wrapped his arms around her waist"" ....""They felt peace  and warm....Bye Rogers...."" "	I'm stuck with you	143	Teen And Up Audiences	"""6 years?"" "" Yes...."" "" I....."" "	1	2019-02-04	0
38	215	24	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Established Relationship,BDSM,Rope Bondage,Sub Derek Hale,Dom Stiles Stilinski,	17657612	Derek's arms and torso were bound with soft rope and he was kneeling on the floor.  Stiles sat down on the edge of the bed. 'Look at you,' he said softly, smiling. 'So perfect for me, my good boy.'  Derek's chest filled with pride, even as his cheeks burned. He was torn between shame and joy, he was an alpha werewolf, he shouldn't like to submit like that, it wasn't  normal . But on the other hand, he loved letting go, loved how free he felt, knowing Stiles would take care of him.  'For you,' he said quietly. 'Your good boy.' 	For Jessie: BDSM	100	Teen And Up Audiences	Sterek drabble on the words  edge, normal and shame . 	5	2019-02-04	0
39	212	30	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Slavery,Feral Stiles Stilinski,	17657102	Derek watched the handlers lead the slaves to the display cages, and as soon as the saleswoman showed up he approached her.  'Number 6,' he said.  She looked at the snarling werewolf clawing at his silver collar, and when she looked back Derek raised an eyebrow and impatiently tapped the stack of money in his hand.  It was almost half an hour later before they were in the car, driving away.  'It'll be okay, Stiles,' Derek said, 'I'll fix this.'  He hoped he was right as Stiles growled and snapped after him from where he was chained to the backseat. 	For Jessie: Slavery	100	Teen And Up Audiences	Sterek drabble on the words  lead, silver and tap . 	4	2019-02-04	1
40	54	1	Creator Chose Not To Use Archive Warnings,M/M,Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,Sirius Black,Remus Lupin,Full Moon,Established Relationship,wolfstar,Open to Interpretation,Drabble,	17680178	"Whining pitifully, Remus scrabbled and tore at his clothes, neck stretched toward the moon, enticing it to play. He looked elegant in the half-light, the rings around his eyes not so telling and the scars not so fresh.  He tore viscously at his clothes, nails digging into hot flesh. He ached to be touched.  Then he heard it. That, low, throaty whining. The heat in his stomach pooled intensely, coiling and twisting in his stomach with such an intense burn that he almost couldn't bear it. It was time.  With shaking fingers he pulled the door open.   ""Sirius-"" He breathed. "	Moon-Drunk Monster	100	Mature	It's almost full moon and Remus is getting increasingly stressed. Almost...wolf-like. 	0	2019-02-06	0
41	35	0	Creator Chose Not To Use Archive Warnings,M/M,Supernatural,Supernatural RPF,Dean Winchester/Sam Winchester,Dean Winchester/Castiel,Sam Winchester/Castiel,Dean Winchester,Sam Winchester,Castiel (Supernatural),Naomi (Supernatural),Charlie Bradbury,	17675396	"Castiel's P.O.V. . .      ""That son of a bitch got me good."" I held my hand over my left eye, which I could feel slowly swelling up.   ""Let me see,"" My brother Gabriel came over to me and moved my hand out of the way and examined my eye, ""eh, doesn't look to bad. We'll get some ice on it when we get home."" I sighed and got into the truck. ""You know-"" ""I already know what you're going to say and I don't want to hear it, okay? I'm tired and I just wanna go home and shower."" Gabe was silent for a moment.  ""I'm just sayin, kiddo. IN this line of business you have to be a little...aggressive and I know that's never been who you are but I care about you and I don't want to see you hurt. That's all I'm sayin."" I didn't respond. ""You know I love you, right?"" "	To be determined	156	Mature	 	0	2019-02-06	0
42	17	6	No Archive Warnings Apply,F/F,Elder Scrolls V: Skyrim,Elder Scrolls,Astrid (Elder Scrolls)/Original Character(s),Astrid (Elder Scrolls),Original Female Breton Character(s),Femslash February,Femslash February 2019,Drabble,Knifeplay,Fear Play,Sensory Deprivation,	17668406	'It doesn't have to hurt, sweet thing,' Astrid cooed. Softly, almost soothingly, like she didn't have a knife pressed against Nadine's throat. 'Do as I say, and I don't have to use this.' The dagger's cold metal burned like a brand against Nadine's skin. She struggled to keep her breaths steady, to centre herself, sight obscured by the blindfold. She knew she was only ever one word away from safety, but it didn't stop her heart from pounding like a battledrum in her ears. 'First of all,' Astrid said, her voice liquid silk, 'you can tell me why you disobeyed.' 	Sharp	100	Mature	It didn't matter how many times Nadine and Astrid played this game—it never felt any less sharp and deadly. 	3	2019-02-05	0
43	70	8	No Archive Warnings Apply,M/M,Final Fantasy XV,Ignis Scientia/Cor Leonis,Ignis Scientia,Cor Leonis,Heart Flames,IgCor Week,Sin and Confession,in a roundabout way... I took some liberties with the words okay!?,marked,implied sex,background Prom Night,background Promtis,It&#39;s really short,Pillow Talk,	17667863	'Forgive me, for I have Sinned.' Cor's low voice intoned before he kissed the mark he'd left high on Ignis' throat. A muffled laugh was his reward, 'You're ridiculous.' 'You love me anyway.' He would never understand how he'd won over this incredible man. But seeing those happy, satisfied green eyes looking back up at him, made his heart  ache  with love. A wry smirk graced Ignis' face just before he spoke, 'I confess that I really, really do. I love you very much. Though, I'm not sure how I'm supposed to go over accounts with the King in the morning with this rather prominent souvenir.' He ran his fingers lightly over the mark on his neck, 'Noctis will heckle me over it all day long.' Cor snorted, 'I'm sure he'll have his own from another blonde we all know and love.' 'Quite.' Ignis chuckled and leaned up to slide his arms around Cor's neck and pull him back down for more kisses, 'A matter for the coming sun. I'm not done with you yet this night, my Immortal.' Cor made a pleased sound and dove back in for more. 	Pillow Talk	190	Mature	Cor and Ignis have a small 'conversation'. 	2	2019-02-05	0
44	18	0	Creator Chose Not To Use Archive Warnings,F/M,Avatar: The Last Airbender,Toph Beifong,Aang (Avatar),	17645498	toph  I see you aang what do you mean your pant have a Bugle  in there aang look down to see his election sticking out in his pant let me help you with that aang toph pull down his pant aang election sprang up to 10 inch damn your cock is huge aang let me stroke it for you toph begin to stroke aang cock slowly then pick up the pace stroking his cock faster as fuck toph that feel good aang said to in pleasure I about to cum do it toph said aang begin  to cum  like a water  fountain after he was finished cumming toph begin to grind on his erection twerking her big booty up and down his shaft  toph then give up  aang body and walk away  while aang was smiling having feeling the best pleasure he ever felt in his life 	toph give aang the best pleasure	147	Mature	 	0	2019-02-03	0
45	258	19	No Archive Warnings Apply,M/M,Harry Potter - J. K. Rowling,Lucius Malfoy/Severus Snape,Lucius Malfoy,Severus Snape,Master/Pet,Collars,Drabble,Sub Severus Snape,Bottom Severus Snape,	17643569	"""For me?""  ""For you.""  Lucius held up the small black box, lid up and open to reveal the white leather collar inside that lay on a black silk cushion. The collars buckles were silver and polished perfectly. A tag was attached to the front buckle, Severus's and Malfoys name engraved in it, besides the Tag was an equally shiny bell, ready to ring with the  slightest  movement.  Severus gulped, swallowing the lump in his throat, bought on by a strange emotion he had yet to discover; He felt grateful to the pureblood.  Grateful! For a collar!   His dark eyes, encased in black circles bought on by a lack of sleep, slowly lifted to meet Malfoy's pale ones.  ""Why?"" Snape simply asked, voice lacking (or refusing to hint at,) any emotion.  Lucius's lips pulled up into a smirk, some hidden agenda behind them, but there always was something deeper with him then there was on the surface.  ""Becuase you're my  good boy ."" "	Good Boy	161	Mature	 	0	2019-02-03	2
46	84	5	No Archive Warnings Apply,F/F,World Wrestling Entertainment,Stephanie McMahon/Reader,Stephanie McMahon/Original Female Character(s),Stephanie McMahon/You,Stephanie McMahon,Original Female Character(s),Reader,You,Headcanon,WWE - Freeform,wwe headcanon,wwe headcanons,Protectiveness,Fluff,Love,Reader-Insert,	17640449	       Steph adores you and loves you with her whole heart.   So, of course, she would be extremely protective you, though she isn't the possessive protective type.   She doesn't want to see you in any harm, she cares about your feelings.   So when some fans or rude idiots decide to bring you down, and hurts your feelings she tells them off.   While comforting you and telling you not to listen to them.   Steph always has your back listening to all your problems.   She is extremely protective when you's are out in public too, you never know what people are capable off.   She likes to hold your hand in public and pull you closer to her.  	Protective!Stephanie McMahon	114	Mature	 	0	2019-02-03	1
47	32	4	Creator Chose Not To Use Archive Warnings,Gen,Stargate Atlantis,Laura Cadman,Drop Dead Diva AU,Ladies Poker Night,Unhealthy Coping Mechanisms,Post Episode: s02e04 Duet,	17636486	'Rodney McKay spent his last moments alive feeling disgusted and embarrassed because I kissed Carson Beckett. He understood, he forgave me instantly, not wanting me to die unforgiven, but; he still died feeling skin crawling grossed out because I kissed his best friend, with his body.'  Laura Cadman was the exception at the table. It was girls poker night but it stopped being poker night over an hour ago, when Kate pulled out a bottle of Zelenka's rotgut moonshine that they cut into increasingly smaller portions of Gangu'ua juice. It wasn't the best mixed-drink if you were judging by the taste, but they weren't drinking for the buzz tonight.   Laura lifted her hand, scratching at the back of her neck, shivering when she scraped the short hairs at the back of her neck instead of catching whispy strawberry blonde hair.   'You know, I never regained consciousness. My body, never regained consciousness. It fell to the floor, and three hours later, flatlined.' Laura reached for the bottle, topped off the shot glass sitting by her, and the night got blurry while she drowns the pain. 	Solo, without accompaniment	184	Mature	What if Duet ended differently. 	0	2019-02-02	0
48	UNKNOWN	11	Major Character Death,Gen,Star Wars Prequel Trilogy,Sheev Palpatine | Darth Sidious,Alternate Universe - Dark,Drabble,GFY,	17635919	How did it begin?  It began with a smile, a clasp of a hand, a trickle of ice into a molten heart.  It began with a hand on a shoulder, a few friendly words, a tendril of shadow wormed in among all the rest.  It began with a pinch of pain, a mission gone wrong, a blankness that whispered only agony.  How did it end?  With the realization of a terrible mistake.  With a sweet smile that masked ruthless intent.  With a warm laugh that belied uncompromising rage.  With an ice-blue blade of molten plasma wielded with a soft apology. 	Insidious Mistake	100	Mature	How did it end?  With the realization of a terrible mistake. 	0	2019-02-02	0
49	248	6	No Archive Warnings Apply,F/F,Law &amp; Order: SVU,Olivia Benson/Amanda Rollins,Monique Jeffries/Melinda Warner,Olivia Benson,Amanda Rollins,Monique Jeffries,Melinda Warner,Original Characters,Alexandra Cabot,Odafin &quot;Fin&quot; Tutuola,Femslash,Futanari,Pregnancy,Jealousy,	17632682	"Olivia And Amanda Have A Baby  By Taijutsudemonslayer     Part 1     Chapter 1   NYPD Detective Amanda Rollins sat at her desk, shifting uncomfortably in her seat as her growing erection continued throbbing in her jeans, the reason for the blonde's distress was right in front of her,  Standing at Amanda's desk, wearing a sensible, albeit sexy maroon blouse and black skirt and a pair of three inch heels was Olivia Benson, SVU's Lieutenant, and Amanda's boss dressed for court  ""Fin, you're in charge while I'm in court,"" Liv said,  ""You got it, Liv."" Fin replied.  Career criminal and known pedophile Andrew Saunders cursed under his breath as the Judge read the guilty verdict that the jury handed down in his rape trial, his punishment for the rape and murder of nine year-old Miranda Mason has yet to be determined by the Judge,   Olivia smiled, at least this time justice will be served and Saunders would hopefully never be able to harm anyone else ever again.  As Olivia walked back to the parking garage, she hears a familiar female voice,  ""Liv,"" the woman's voice calls out to the brunette,    "	Olivia And Amanda Have A Baby	187	Mature	Title says it all... 	0	2019-02-02	2
50	36	11	Creator Chose Not To Use Archive Warnings,Gen,Final Fantasy XV,Ardyn Izunia,Poetry,warnings for suicidal thoughts,Depression,and insanity/going insane,canon-ish from Ardyn&#39;s POV,angst and sadness and no happy ending here,	17631659	They should have remembered that there is no wrath slipping          sanity    When I once again walked the unbound Land, my staff  and sorrow buried so far below in a heart I'd never acknowledge)   slip      ping           san  ity  	the bloodiest hands...	198	Mature	Healer, Accursed - Forgotten King Fanpoem for the poetry-hat collection and the discord. Angst ahoy my lovelies 	1	2019-02-02	0
51	406	25	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Dom/sub,Sub Derek Hale,Dom Stiles Stilinski,Collars,Light BDSM,Feral Derek Hale,Mildly Dubious Consent,Drabble,Alpha Derek Hale,	17607944	Red hooded eyes stare up at him, Derek completely lax on the mattress. Stiles tugs on the collar, making sure it's not too tight and not too loose. Derek lets out a low whine, jutting his hips up against Stiles's.  Stiles chuckles and shakes his head. 'Not yet, love.' Derek only blinks at him, not understanding a word. Then he reaches up and nuzzles into the juncture of Stiles's neck, huffing and licking at the skin. 'Such an impatient sourwolf.'  Stiles abruptly shoves Derek back down and presses their lips together. Derek growls as Stiles ruts against him, rumbling back. 	Good Sourwolf	100	Mature	The sterekdrabbles discord group participated in a January Jaunt and I got the lovely rieraclaelin. She requested feral Derek with some BDSM, specifically sub!Derek and dom!Stiles. Thus, this beauty was born!  Enjoy!  *Tagged as mild dubcon since Derek can't really give his consent.* 	4	2019-01-31	0
52	338	36	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Stiles Stilinski,Derek Hale,Drabble,January Jaunt 2019,Alternate Universe,Established Derek Hale/Stiles Stilinski,Knotting,Magical Stiles Stilinski implied,	17606792	Pressing himself against Derek's chest, Stiles felt sweat between them, and something like a baseball in his rectum. (Being the analytical type, he liked precise comparisons.) After his third orgasm he also felt a bit detached, mentally at least, from the proceedings. Derek, non-verbal, managed only grunts, exhalations both sudden and slow. Stiles reached behind, nesting his fingers in Derek's sweaty hair. 'So if I conjure up a knot on my dick, then I can knot you?' he asked. A deep, drawn out, ' Mmmm ,' meant Derek had either climaxed again or else he was agreeing. Stiles decided Derek was agreeing. 	January Jaunt 2019 2: Knot Likely	100	Mature	My second January Jaunt drabble for AJenno. Her prompt was  knotting.  	6	2019-01-31	0
53	147	31	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,January Jaunt 2019,Alternate Universe,Married Derek Hale/Stiles Stilinski,Honeymoon,Fluff and Humor,Attempt at Humor,mature rating for Stiles&#39;s references to sexual anatomy,	17602370	From their heart-shaped tub, Stiles watched his naked husband stalk around dimming lights, the perfect way to spend their honeymoon. No. Wait. Not perfect. 'D'erk,' Stiles slurred. 'Ya need t' get in. Think I'm stuck in a ventricle.' Hopping gracefully into the tub, 'How much champagne have you drunk?' Derek asked. ' Lots . Kiss me now.' Derek kissed him. 'You taste like  Veuve Clicquot .' Stiles sighed. 'You're so smart. Married you ‘cause you're so smart, ya know.' 'I know.' After another kiss, 'An' ‘cause you got a great ass and bomb dick.' 'I know, Stiles. You said that in your vows.' 	January Jaunt 2019 1: From the Heart	100	Mature	On Discord the drabble writers of Sterekdrabbles came up with a fic exchange, January Jaunt 2019. The recipient whose name I drew listed four prompts and I decided to write a drabble for each one. 	18	2019-01-30	0
54	540	36	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Alternate Universe - High School,Virgin Stiles Stilinski,Virgin Derek Hale,First Time,Loss of Virginity,	17600021	With the sheriff working overnight and Derek's parents out of town, it's Stiles and Derek's first night alone since they began dating. Being virgins, their first time isn't something they want to rush. Hands and lips press over exposed flesh as they slowly undress and once done, it's as if their bodies are made for one another, fitting together perfectly. Inexperience is clearly  not  an issue as both give and take as needed. Harsh pants fill the air as they bring each other to completion before collapsing from exertion. They wake the next morning, still wrapped in each other's arms.     	their first time	100	Mature	the one where they lose their virginity 	10	2019-01-30	1
55	326	20	No Archive Warnings Apply,M/M,Lucifer (TV),Lucifer Morningstar/Marcus Pierce,Lucifer Morningstar (Lucifer TV),Marcus Pierce,Slash,Non-Explicit Sex,Voice Kink,Language Kink,name kink,Wing Kink,that&#39;s a lot of kinks for a non explicit fic that&#39;s only 100 words long,	17588882	It takes a surprisingly long time to get from the balcony to the bed, from kissing to what comes next. 'Cain,' Lucifer whines, when Pierce bears down on him. 'Cain.' 'Samael,' Pierce counters, and Lucifer wails, wings unfolding from his back. Afterward, under the blanket of feathers, Lucifer speaks softly, in the rounded, heavy language of the time before Babel. What do you desire? Cain answers, sharp and tight-jawed.  To die. 'That's a different dialect,' Lucifer derails, in English again. 'Where were you living, then? Sounds Eastern.' 'Do you  ever  shut up?' Pierce growls, shoving Lucifer into the mattress again. 	Spoken	100	Mature	In crude terms, third base. 	4	2019-01-29	0
56	54	6	No Archive Warnings Apply,F/F,Ghostbusters (2016),Jillian Holtzmann/Abby Yates,Abby Yates,Jillian Holtzmann,Wordcount: 100-500,Wordcount: 100-1.000,	17587802	"""Okay, all right, honey, that's really lovely, but I'm trying to balance this magnetic field, so if you could just-- Okay... Mm. All right. Holtzmann. Baby. You know I can't-- Oh, Fuck me. All right, all right, just let me put this-- Honey...! Oh fuck, that feels good. Oh, God. Jesus. Yes!...""  It wasn't silence that descended upon the lab, but no more words were said for some time. Instead, the space was filled with the screeching of chair legs, air passing through rapidly working lungs, and eventually a crash or two.  ""You're paying for that,"" said Abby, kicking a piece of bent metal out from under her leg. She'd have to start the experiment all over again, but she could be mad about that later.  ""I'll just steal one from the chem department.""  ""I knew there was a reason I loved you."" "	"""Break"" Has Two Meanings"	143	Mature	Misuse of institute facilities. 	0	2019-01-29	0
57	160	41	Creator Chose Not To Use Archive Warnings,M/M,Sherlock (TV),Sherlock Holmes &amp; Related Fandoms,Sherlock Holmes/John Watson,Sherlock Holmes,John Watson,Anniversary,	17587370	"There are words, words he should say, but as he looks up into Sherlock's face, eyes nearly closed, the ridiculously posh lips parted as he moves slowly above him, he knows anything he could say wouldn't be enough, not nearly enough, so he laughs, then covers his mouth with both hands as Sherlock glares down at him, but the lips quirk up in understanding.  As he well knows, the laughter is a symptom of joy, not of derision, and he leans closer and kisses him lightly, then whispers, ""happy anniversary, John.""  There is nothing more to be said as John's arms wrap around him tightly as he buries his face into John's neck and breathes him in, their separate scents have long fused together, though he can still remember, as he always remembers everything; a time before, a time before John, a time before he was loved, before he found he was capable of returning the love. John's arms tighten around him as he sobs, fingers lightly trace over the old scars and as he finally finds his voice whispers back, ""happy anniversary, love."" "	Another year	184	Mature	January 29. 	18	2019-01-29	1
58	39	1	Creator Chose Not To Use Archive Warnings,F/M,Harry Potter - J. K. Rowling,Pansy Parkinson,Garrick Ollivander,	17583644	    'Oh my gosh, Mr. Ollivander,' Pansy gasped, 'That thing is huge!' She never thought a day in her life, that she would feel such a sensation from holding a wand.      'You need to rub it this way Ms. Parkinson' he took his hand, dipped it in some oil, and started gently stroking the wand making sure to take his time.      'Okay sir,' she said watching him intently.     'Now you try,' he says handing her the oil.     She grabs the bottle and squirts a generous helping into her hand. She grabs the wand at the hilt and starts slowly massaging the oil into the wand, making sure not to be too rough.      'Yes Pansy, just like that. Don't forget the tip.'     She finishes rubbing down the wand and places it on the counter.      'Mr. Ollivander, I'm tired of polishing these wands, I thought you needed an apprentice to help you make them.' 	Wand Work	151	Mature	Pansy has graduated Hogwarts, and Mr. Ollivander has some business she needs to attend to.  **Just to add, everyone is of legal age. 	2	2019-01-29	0
59	20	2	No Archive Warnings Apply,Star Trek: Deep Space Nine,Kira Nerys/Odo,Love Poems,	17580008	A heartbeat A feeling of pure joy Of warmth Of safety Never letting me go It flutters in my mind A relaxed feeling Like sitting by a fire, drinking coca On a cold mourning, Like a warm embrace from someone you love One cannot replicate this feeling  Or the feeling behind it would be lost No miraculous drug To bring fourth this sensation All you need is warm light, and your own imagination To feel like you can fly And to know this pleasure is possible Is a pleasure in its own  Of its own  Of our own Togetherness is the key Surrounded in the warm light that I love,  Until the light turns to a beautiful nothing in my arms   	Warm light	121	Mature	 	2	2019-01-28	0
60	13	0	No Archive Warnings Apply,F/F,Timeless (TV 2016),Lucy Preston/Emma Whitmore,Lucy Preston,Emma Whitmore,Prose Poem,Poetry,Oral Sex,Wordcount: 100-1.000,Femslash February,Femslash February 2019,Lust,	17677226	The line between hate and lust is a fine one. Both are so passionate, so full of fire. It consumes the soul and leaves every synapse burning, flames devouring the mind like rain eats snow. Intoxicated, a body led by impulses, where conscious thought departs, leaving only instinct and sensory overload in its wake. Causing tremors, tears, laughter, sweat. A curious phenomenon.  Fiery red, too, is the mane obscuring the centre between alabaster thighs. A sighed name crafting the whole universe passes through an opened mouth, dripping off of parted lips to pool in the valley of an uncovered chest, vulnerable. Patience, beautiful light, is the given command. Mumbled against intimacy, vibrations reign. A shudder. Ready to soar, but with Icarus in the back of her conscience. She leaps. Lest the flames scar her while she flies. 	The Storm	137	Explicit	I want you to lick the lust between / my fingers and spit it out in / torrents. / Let it settle between the knobs in / my spine. / Let it scar my back red. / I have waited too long for gentle / reminders of your want. / I want the storm. I want the storm. 	1	2019-02-06	0
