entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
61	49	5	Creator Chose Not To Use Archive Warnings,F/M,Rogue One: A Star Wars Story (2016),Cassian Andor/Jyn Erso,Cassian Andor,Jyn Erso,Alternate Universe - Everyone Lives/Nobody Dies,Post-Battle of Scarif,Gentle Kissing,drabble challenge,	17911952	"""We should—""  But Jyn silenced the rest of that thought in her mouth. Her faint pant ghosted over his lips. He ducked his head down and his hand meandered southward, spreading on the small of her back and steadying her, tethering her to him. She eased into his touch, humming, playing with the locks at his nape. His thumb stroked the soft dip of her hip over the layers of fabric.  ""You were saying?""  Cassian could  hear  the smile in the insolent ring of her voice. Turning into nothing but thumping heart and tingling skin, he smiled against Jyn's lips. His exhale became her inhale. She tilted her head and her demanding lips recaptured his. Cassian melted into the kiss, his fingers sliding into her hair— He could stay like this forever, melting into her.  His comm beeped. Their bubble popped.  ""Later.""  She squeezed his hand on her way out.  "	Inhale, exhale.	150	Teen And Up Audiences	His exhale became her inhale. 	2	2019-02-24	1
62	9	1	No Archive Warnings Apply,M/M,SEVENTEEN (Band),Kwon Soonyoung | Hoshi/Lee Seokmin | DK,Kwon Soonyoung | Hoshi,Lee Seokmin | DK,	17911739	'I love you.'   'I know you do,' Soonyoung replied, whilst peppering kisses across the love of his life's face. His cheeks, his temples, his forehead. Anywhere he could manage to pucker his lips. Seokmin looked up at him with warm eyes and a precious smile. 'Say it back then, Soonie.' Moonlight glinted in his eyes. He winked. 'I love you. I love you. I love you,' he replied, moving his lips down from Seokmin's forehead, peppering more kisses along the side of his face to finally connect them with his lips. The pair both leaned back and stared into profound eyes, completely captivated by the other's gaze. This moment felt like forever. They were so in love. And  nothing  was going to change that.   Seokmin jolted awake and looked over to his best friend, laying on the bed across from him. His heart sank. He let out a heavy sigh. Maybe one day... 	i love you, forever and always	153	Teen And Up Audiences	they were so in love. 	0	2019-02-24	0
63	22	4	No Archive Warnings Apply,Gen,Supernatural,Jack Kline &amp; Sam Winchester,Sam Winchester,Jack Kline,	17909486	He knows he shouldn't have taken it, but he couldn't resist. Mary doesn't wear most of the makeup in her bag, as far as he can tell, and she definitely never wears the bold red lipstick he's spreading on his lips now.  'Jack?'  He startles, dropping the lipstick. It clatters against the porcelain of the sink, leaving a red smear down the side.  'Sorry,' Sam says quietly. 'I didn't mean to scare you. I knocked.'  Jack ducks his head away, as if hiding will take back what Sam's seen. 'I didn't hear.'  'That's okay.' Sam's voice is soothing and the strong hand that settles on Jack's shoulder is equally so. 'What are you doing?'  His stomach clenches nervously. 'I... um...'  Sam glances down at the lipstick in the sink and the little plastic bag over other makeup on the counter. Jack's only really messed with the foundation and lipstick so far.  'Where did you get those?' Sam asks, thumb rubbing slow circles on Jack's shoulder.  '... stole them from Mary,' Jack whispers.  Sam nods and gives Jack's shoulder a squeeze. 'Put them back and we'll run to the store. Get you some of your own.' 	Tumblr Drabble #3	194	Teen And Up Audiences	Prompt: jack discovers he likes wearing make up and gets caught by sam - stargazingbros 	0	2019-02-24	0
64	12	0	No Archive Warnings Apply,M/M,Voltron: Legendary Defender,Curtis/Shiro (Voltron),Curtis (Voltron),Shiro (Voltron),	17907671	"""I love Shiro and Curtis but they could've been better portrayed,"" someone complains, and Curtis thinks that never would have happened because he's just a pawn in someone's game.  How can anyone love something that's so transparent?  Curtis wonders how anyone could love him. He's nothing but a shadow of a character, an insult to everyone and everything that matters. He's a husk, a worthless attempt at pandering, and he's got no excuses. He knows why he exists, why the Coalition made him what he is, but he doesn't have enough agency to scream the truth. He's just the guy in the background who got married off to the gay guy in hopes of getting to Coalition a prize.  No one should care about him. No one should give him the time of day.  He's not even human.  Shiro deserves better than someone without a soul. "	No One Cares	146	Teen And Up Audiences	"""I love Shiro and Curtis but they could've been better portrayed,"" someone complains, and Curtis thinks that never would have happened because he's just a pawn in someone's game.  How can anyone love something that's so transparent? "	0	2019-02-24	0
65	29	5	No Archive Warnings Apply,M/M,Star Trek: Deep Space Nine,Star Trek: The Next Generation,Julian Bashir/Data,Julian Bashir,Data (Star Trek),Miles O&#39;Brien,Pre-Slash,Flirting,Situation contrived to get them into bed together,Power Outage,Rare Pairings,flashfic,Ficlet,DS9 is an unreliable rustbucket,	17907050	'...And how long before you can restore power to the Infirmary, Chief?' It's going to be at least three hours, I'm afraid. 'Acknowledged. Bashir out.' The doctor sighs. 'Just when we were beginning to make progress on categorising your dream images, Data.' 'Working without light or mains power will prove challenging, Doctor.' The Android steps into Bashir's personal space. 'I suggest we...' He brushes his fingertips down the back of the doctor's hand and leans close enough that Bashir can feel his breath against his cheek as he speaks, '...take a break.' 'I...uh,' Bashir stammers, leaning further back over the dark computer console he's perched on the edge of. 'Perhaps you could show me your quarters?' 'Perhaps I could,' Bashir replies, recovering his composure. He is thankful for the darkness concealing the blush he can feel spreading across his face, although he reasons Data will no doubt have sensed the rise in his skin temperature anyway. 'And perhaps we could—uh—use the time to explore  exactly  the lengths your creator went to in making you appear human?' Bashir deliberately bumps his hip against Data's crotch as he hops down from the edge of the console. 	In the Dark	197	Teen And Up Audiences	Set after TNG episode  Birthright , Data visits the infirmary on  DS9  to work with Bashir on co-authoring the cybernetics paper Bashir mentions in the episode. A power cut forces them to take a break. 	0	2019-02-24	0
66	55	4	Creator Chose Not To Use Archive Warnings,Gen,M/M,Supernatural,Benny Lafitte/Dean Winchester,Dean Winchester,Benny Lafitte,Sam Winchester,Castiel (Supernatural),Garth Fitzgerald IV,Kevin Tran,Minor Character Death,Grieving Dean Winchester,Excessive Drinking,Canon-Typical Violence,Alternate Universe - Canon Divergence,Post-Season/Series 08 Finale,Angst,Hurt/Comfort,Men of Letters Bunker (Supernatural),Purgatory,Suicidal Thoughts,Canon Universe,	17901281	"Another day, another art post! This one's here is for   ""Happy Endings""   by the wonderful   babybluecas  . Little warning here: don't get fooled by the title. While it ends on quite a hopeful note, the road there is anything else than a happy one. Anyway, these artworks were created for the Dean Winchester Big Bang 2019. Enjoy!   Cover:  Header:                        Scenes:                        Notes:   Images:    homeofthenutty ,  Supernatural Fans Online , , Google Image Search, own hoard Fonts:  Title, Credits, Header:   Urban Jungle   Text Scene Chapter 1:   Bonjour Allgera Sans Bold   Text Scenes Chapters 2-6:   Courgette   I hope you like it! And now please head over to the story and leave my author some love! "	Happy Endings - Artpost	108	Teen And Up Audiences	Story summary: The Gates of Hell are closed, and so are the Gates of Heaven. It's the ultimate win. But the price was too high for Dean to celebrate. Sam is dead, Cas is locked away. And he's left all alone, with just the promise he made to his brother to keep him going.  But when even that is not enough anymore and the haunting loneliness becomes too much to bear, Dean stands before a choice that might help him reconcile with his past mistakes and maybe give him something else to live for. 	2	2019-02-24	0
67	10	1	No Archive Warnings Apply,F/F,World Wrestling Entertainment,Lisa the Security Guard (Professional Wrestling)/Original Female Character(s),Lisa the Security Guard (Professional Wrestling),Original Female Character(s),Office Sex,Kissing in the Office,	17901011	'Am I interrupting?'  Lisa's voice came from behind Flick, her smirk slight when the girl straightened and glanced over at her, her own smile soft.   'No, I'm about done...'  'Think the boss would mind...'  'Not if we used the secretary's nook...'  Flick's smirk was clear as she lead Lisa through a hidden door into a second, smaller office, pushing the door shut even as Lisa moved to kiss her, backing her up until she fell back onto the office sofa, settling over her and lifting a leg against her hip as she kissed her.   'You sure about this?'  'Lisa I swear to god...' 	Office Interlude	103	Teen And Up Audiences	A little time alone for Lisa and Flick at work.  AU. 	0	2019-02-24	0
68	35	4	No Archive Warnings Apply,F/F,Once Upon a Time (TV),&quot;Hyde&quot; Evil Queen/&quot;Jekyll&quot; Regina Mills,Evil Queen | Regina Mills,&quot;Hyde&quot; Evil Queen,&quot;Jekyll&quot; Regina Mills,Rumplestiltskin | Mr. Gold,Alternate Universe - Canon,Whump,Blood and Injury,Magic-Users,Humor,Femslash,Femslash February,Femslash February 2019,	17900759	"   *  Rumpelstiltskin's hand wrings  harder  against the Evil Queen's neck, and Regina winces from across the foyer.  A twinge, an echo —  a phantom  — of sore-sharp pain rises and spreads. She massages absently at her own neck.  ""Gold,"" Regina snaps, eyes narrowing. "" Back off. ""  He turns his head, and in that split-second, Regina feels a deeply penetrating chill run up her spine. A physical, traumatized reaction. Rumpelstiltskin had always been good about instilling fear in his teachings.  ""… Of course, dearie.""  A loud, colorful whirl of magical smoke. He's gone.  Or at least for the time being.  Well… at least now something's going right… Regina huffs, wiping again absently at her forehead. Blood trickles heavily from the Evil Queen's hairline. She only stares wordlessly, confounded at Regina who sighs and pull out a handkerchief from her dark gray blazer's pocket, dabbing and smearing crimson fluid.  ""You're an idiot."" Regina doesn't feel sorry for blurting this out, gazing over the Evil Queen's face as this mirror-like image begins to smile hesitantly. A person who looks so much like her. ""Even if you're  me .""  ""We  do  look good in red,"" the Evil Queen quips, smudging a bit of red on the pucker of Regina's lips.  *    "	a million charming words	200	Teen And Up Audiences	'We  do  look good in red.' 	4	2019-02-24	1
69	9	3	Creator Chose Not To Use Archive Warnings,F/F,Lost Girl (TV),Tamsin/Original Female Character(s),Tamsin (Lost Girl),Original Female Character(s),Drabble,Teenagers,Teen Romance,Reincarnation,First Kiss,Mild Sexual Content,Underage sort of but also not,Kissing,Sort of like a reader-insert,Except Tamsin POV Third Person,	17899820	Tamsin was a teenager.  Or, she was a week old.  Or, she was thousands of years old.   She had never kissed anyone.  Or, she had done it countless times.  Except she hadn't recovered memories from past lives yet. One night, Tamsin met a woman and desired something she couldn't quite pinpoint.  But her body knew.  She felt a thrill inside.  It spread down her stomach to the space between her legs.  She felt herself getting wet, and gasped.  It was the first time that had happened, except once she experienced the sensation, she realized it wasn't new at all.  Tamsin didn't recall how to kiss.  She let the woman take control.  As Tamsin melted into their embrace, flashes of her past first kisses played across her mind like a movie.   When the movie played again in her next life, Tamsin would remember tonight's first kiss as one of the best. 	First Kisses	150	Teen And Up Audiences	As a Valkyrie, Tamsin has had many lives, and just as many first kisses. 	1	2019-02-23	0
70	76	10	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale &amp; Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Alternate Universe - High School,Bad Boy Stiles Stilinski,Awkward Derek Hale,they&#39;re both in high school,Flirting,	17899187	' Psst ,' Derek heard. ' Hot stuff .' Stiles Stilinski sat slumped in his seat, his leg blocking the aisle. Derek kept his head down. If only Mr. Finstock wasn't ranting at Greenberg in the hall. He'd scold Stiles for his distracting behavior. 'Der-rek,' Stiles sing-songed. Derek's glance revealed Stiles polishing his nails against his shirt, like some gangster in an old movie, then  winking  at Derek! Derek blushed. Worse, his wrist started itching but he didn't dare scratch now because Derek knew drawing attention to one's wrist was body language for sexual receptivity. He didn't want Stiles to think  that . Did he? 	Nothing But Trouble	100	Teen And Up Audiences	"The sterekdrabbles challenge for 02/22/19: 'wrist, slump, polish' High school Sterek. The title is a verse from Gloria Estafan's ""Bad Boy"" song, which applies 100% to Derek. "	5	2019-02-23	0
71	50	1	Underage,M/M,Spider-Man - All Media Types,Deadpool - All Media Types,Peter Parker/Wade Wilson,Peter Parker/Gwen Stacy,	17898239	"""Hey Wilson"" I leave what I was doing to look at Lenay. It was not new to see her around here, that custom had started a couple of months ago and it was impossible to ask her to stop.  Normally he was used to working in silence, but this became impossible after new members joined the team. I try to ignore her as always, but it seemed that today she was more insistent.  ""What's going on?""  Lenay told him about a last attack, they had discovered one of the many villages that Charles had occupied and they apparently killed everyone. It was not great news.  ""He wants you to go in. Maybe someone is still there ...""  ""Just let me finish this and I'll go""  Lenay retired and hurried to finish repairing his launchers. They were very damaged by the last battle they had against 108 I do not leave very well stopped.  ""That idiot"" "	Mercenary	154	Teen And Up Audiences	The world is not as we know it. The bad ones abound and there is no one who can save us. 	0	2019-02-23	0
72	62	8	No Archive Warnings Apply,Gen,Be More Chill - Iconis/Tracz,Jeremy Heere &amp; Brooke Lohst,Jeremy Heere,Brooke Lohst,The Squip (Be More Chill),Age Regression/De-Aging,Non-Sexual Age Play,Drabble,	17897606	            Jeremy hates clothes shopping.              Objectively, it's one of the worst things in the world, next to public speaking. And guess who has a presentation next week?              Not only is it worth a quarter of his final grade, not only does the teacher not like him, but the presentation also comes with a 'professional attire' requirement. And when Brooke saw him lay out a wrinkly, ill-fitting button-down shirt, needless to say, she flipped her lid.              Jeremy is so grateful to her for this. He really is. But after having to drive a half an hour to the nearest mall, getting caught in traffic, and then being herded into a stuffy mall, he's feeling very, very cranky.              'Jeremy, you need a nap,' his Squip informs him, which Jeremy responds to by telling him to shut up.              He can muscle through a few hours of being at the mall if it means getting a good grade on his presentation. If it means making Brooke happy.              Brooke holds a shirt up against his shoulders.              'Aww, you look so handsome!' Brooke coos, brushing his bangs from his forehead.              He preens under the attention.              Yeah, he can do this. 	Shopping (Regressuary Day 22)	193	Teen And Up Audiences	Prompt: Character A and B go clothes shopping.  Jeremy is a little stressed about an upcoming presentation. Brooke helps as best she can. 	1	2019-02-23	0
73	9	1	No Archive Warnings Apply,F/F,Ookiku Furikabutte | Big Windup!,Momoe Maria/Shinooka Chiyo,Shinooka Chiyo,Age Difference,Secret Relationship,Femslash February,Kissing,Established Relationship,Introspection,Teacher-Student Relationship,(sort of),Power Imbalance,Fluff,Femslash February 2019,Unhealthy Relationships,Prompt Fic,Ficlet,	17897408	Shinooka, the manager of the boys' baseball team, is proud to say she has a girlfriend. However, she wouldn't actually tell you who her girlfriend is, because their relationship is a secret.  You see, her girlfriend is Momoe, the coach of her team. Which means their relationship comes with a big age gap and a power imbalance and is skirting the boundaries of whether it is illegal or not. Even if it is illegal, she doesn't care. She loves Momoe, and she never wants to leave her.  So she can't tell people who she is dating, even if she wanted to. And this means that whenever they kiss, they have to make sure that nobody can see them.  Which means whenever they're getting out the equipment before baseball practise and happen to find themselves alone, Shinooka reaches up and gives her girlfriend a discreet kiss.  Yeah, this relationship is definitely problematic, but Shinooka doesn't care. She just wants to experience this for as long as she can.  She never wants this to end. 	A Secret Relationship	173	Teen And Up Audiences	Shinooka is dating her team's coach, but the relationship is a well guarded secret.  [Kiss 13: Discreetly] 	0	2019-02-23	0
74	9	2	No Archive Warnings Apply,Star Wars: The Clone Wars (2008) - All Media Types,Original Mandalorian Character(s),Pre Vizsla,Alternate Universe,Conrad is not impressed,Originally Posted on Tumblr,	17896058	Tib sighed as he finished changing Eli's bandages which earned a wince from his idiot of a bodyguard. 'I'm sorry, I thought things were going great.' Tiberius said as he checked over a cut on Eli's cheek, scowling slightly. 'There were none of the signs of an ambush or anything.'.  'We were dealing with a Sith Lord.' Old Man Reau remarked from his spot where he was treating Pre, not too gently either which earned a wince from Tib's older half-brother. 'Next time when I say not to deal with Force-users, you better fucking listen. You have a brain, use it.'.  'But…..'.  'I didn't raise you to act before you fucking think.' Reau snapped back with a scowl. 'Why do you think some of the warriors listen to Tiberius and Bo-Katan?'.  Tib's attention was dragged away from the bickering pair as Eli shifted a bit. 'You were right.' Eli pointed out.  'No more trusting Sith Lords.' Tiberius said with a smirk which earned a nod. 	Never Trust A Sith	165	Teen And Up Audiences	It's always unwise to trust a Sith. 	0	2019-02-23	0
75	26	3	No Archive Warnings Apply,M/M,Star Trek,Pavel Chekov/Original Male Character,Leonard &quot;Bones&quot; McCoy,Pavel Chekov,Dad!Bones,Bisexual Pavel Chekov,Fluff,SO MUCH FLUFF,hurt!chekov,Bones is such a dad here,Drabble,	17895881	"""How many times do I have to tell you to be careful?"" Bones grumbled as he applied healing salve to the young navigator's cheek. ""You don't even work somewhere dangerous and that burn is the size of half a dinner plate!'  ""Sorry, ser"" Pavel Chekov replied guiltily, trying not to wince from the pain of his injury, despite the fact that the doctor was being as gentle as possible. Bones was mainly all bark and no bite, unless you really got him angry. Thankfully though, he had a soft spot for the young Russian navigator.   'Never mind. Just…don't handle anything hot.'  Seeing the horrified look on the boy's face, he added 'except your boyfriend. Handle him any way you like.'  His face brightened, and Bones found himself smiling back in spite of everything.   'Now go. And be careful next time.'  'I will, ser!'  Bones opened his mouth to add something more, but the boy was already running out of medbay, clearly excited about something. Shaking his head, Bones went back to his files with a soft smile playing on his lips.     "	Hot Stuff	182	Teen And Up Audiences	When Chekov is injured, Bones patches him up. Fluff ensues. 	0	2019-02-23	0
76	2	0	Creator Chose Not To Use Archive Warnings,M/M,Uta-kata,Toudou Kai/Toudou Sei,Toudou Kai,Toudou Sei,	17891873	If they only had the one night, there was no room for hesitation or doubt, no time for regret or worry. They had only this - Kai's fingers in Sei's hair, his lips on Sei's neck, his body pressed close in the greatest of need. Somehow they got to Sei's bed - in hindsight Sei was sure they should have fallen over something and maybe they did but he just hadn't brought himself to care or commit it to memory. Not in the way he was memorizing Kai's bold touches, little noises, and sheer hunger. Sei vowed not to forget a second of it, even when they got to parts that turned out gleefully awkward and ended in laughter - Sei certainly hadn't prepared to have anybody over and in his bed, after all. One night... and they more than made the most of it. 	The Most	142	Teen And Up Audiences	That last night... 	0	2019-02-23	0
77	4	0	Creator Chose Not To Use Archive Warnings,Gen,Pretty Little Liars,Ezra Fitz/Aria Montgomery,Alison DiLaurentis/Ezra Fitz,Ezra Fitz,Alternate Universe - Canon Divergence,Season/Series 01,Ezra Fitz is A,Dark,Drabble,	17890433	Ezra was caught off guard when Aria knocked on his door for the very first time. He rarely had visitors, and his apartment was a dreadful mess.  He didn't answer, but watched her through the peephole. A vantage point he appreciated.   She waited. Preened her hair. Nervously looked around.  Eventually she left, and he relaxed.  Ezra poured himself a glass of scotch, and resumed admiring the walls plastered with newspaper clippings, typewritten prose, and fleshly photos of Alison DiLaurentis. If Aria ever were to discover his little obsession with her dead best friend...   He'd probably have to kill her, too. 	Zen and the Art of Interior Decorating	100	Teen And Up Audiences	Fitz isn't one to entertain guests. 	0	2019-02-23	0
78	18	2	Creator Chose Not To Use Archive Warnings,Gen,Supernatural,Your OC,	17889671	"((((((((((((((((((((( ""Oh man, you shoulda seen it! Molech was practically frothing at the mouth! He was sure he was next in line for the crown!"" Laughing, the more than slightly tipsy demon gestured to the bartender for another round. His companion, currently occupying a leggy blond showgirl from Atlantic City, just stared morosely into his glass. ""What's wrong?"" Mr. Tipsy took a gulp of his drink. ""You act like Mary Magdalene took a dump in your Pradas."" The blond shrugged. ""I miss Crowley."" ""What?"" Mr. Tipsy almost choked on his margarita. ""Why? Another shrug. ""At least Crowley had some freaking style "	THE GOOD OLD DAYS	100	Teen And Up Audiences	He may have been a treacherous, smarmy git but he was OUR treacherous smarmy git! 	0	2019-02-23	0
79	16	2	No Archive Warnings Apply,F/F,Marvel Cinematic Universe,Thor (Movies),Marvel,Jane Foster/Sif,Jane Foster (Marvel),Sif (Marvel),Femslash February,Femslash February 2019,Alternate Universe,Drabble,Slice of Life,Courtship,Courting Rituals,Asgardian Culture (Marvel),Fluff,Weapons,	17889572	"""How about this one?""                               "	A Sign Of Intention	101	Teen And Up Audiences	Sif wants to buy Jane a weapon. (Written for Femslash February 2019. Sif/Jane, AU, complete.) 	0	2019-02-22	0
80	UNKNOWN	0	No Archive Warnings Apply,Gen,Original Work,Poetry,Real Life,Betrayal,Post-Betrayal,Betrayed by a friend,Angst | Hurt | Feels,Emotional Hurt,Depressing,painful,Heartache,Emotional pain,	17889467	I once had a friend,  someone I thought I knew.     We played together often,  and spoke only truth.     The relationship I sought,  was meant as something pure.     A personal connection,  with another living being.     But the friendship I'd adored,  was nothing more than a simple illusion.     After a lot of critical thinking,  and past years of heartbreak,  I'd opened myself up once again,   optimistic  about this new friendship.     Seemingly,  I've been mistaken once again.  Setup behind my back,  sneaking about within the shadows.     The person I'd trusted,  made me out to be a fool.     Everything I once held dear,  snatched away within the time frame of an instance.     The sting of betrayal,  pricking at my heart,  making my chest tighten in anger,  sorrow filled tears pouring down,  voice unable to scream out.     Soul shattering,  beyond human comprehension.  What they've done to me,  I'd of   NEVER   done to them.     Because in my mind,  A true friend,  would never cause such hurt.     That kind of betrayal,  couldn't be more vile. 	Betrayal	168	Teen And Up Audiences	The saddest thing about betrayal, is that it never comes from your enemies. 	0	2015-06-01	0
81	73	15	No Archive Warnings Apply,F/M,Agent Carter (TV),Peggy Carter/Daniel Sousa,Peggy Carter,Daniel Sousa,Fluff,Drabble,	17888762	Daniel was saying something about work -- budget perhaps? -- but Peggy wasn't listening.  She was watching his hands. Before, his hands were just that: hands. She paid them no mind. But now those hands meant so much to her. They wrapped around her own hands, warming her, comforting her. They curved around her waist, pulling her close until their bodies touched. They slid over her skin, exploring everywhere, arousing her with the slightest of strokes. 'Peg? Are you okay?' She blinked, looking up at him. 'Of course,' she said automatically, eyes focusing on his face, thoughts still lingering on those hands. 	Hands	100	Teen And Up Audiences	Peggy has a fascination with Daniel's hands. 	2	2019-02-22	0
82	4	0	Creator Chose Not To Use Archive Warnings,亜人 - 三浦追儺 &amp; 桜井画門 | Ajin - Miura Tsuina &amp; Sakurai Gamon,	17888150	Howdy kiddos! I'm new to ao3 and I have no idea what I'm doing so I decided the best way to learn the ropes is to do oneshot requests for my current favorite fandom.  Ya want fluff? I got it. You want angst? Hell yeah. You want smut? We'll probably get there eventually. X readers? Sure thing.  You can just say the ship and what kinda content you want or give me a bit of plot. It doesn't matter. Just comment your request.  Again, I have no idea what I'm doing, so cut me some slack out here. I'll tag as I go.  Cheers. 	Ajin Oneshot Requests	104	Teen And Up Audiences	Exactly what it sounds like, except I'm extremely underqualified 	0	2019-02-22	0
83	32	3	No Archive Warnings Apply,Gen,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien,Fëanor | Curufinwë,Finwë (Tolkien),Cross-Posted on SWG,Post-Darkening of Valinor,	17887424	Father, sons, jewels, safety. Dead, threatened, taken, lost.     All his life people have praised his mother's insight- Feanaro, Spirit of Fire, but she had miscalculated ever so slightly, the infinitesimal mistake that leads to pile of rubble rather than a sculpture. He is not the fire, he is the fire's feast, an endless supply on which to feed on, to burn, to consume.     Father, sons, jewels, safety. Taken, lost, threatened, dead.     And the Valar, the untrustworthy Valar, don't they know, don't they  understand?  He  needs  the Silmarilli, needs their light, needs their strength. When they're gone he's unsettled, as though the best part of himself is gone and lost, howling for him in the Darkness.     Father, sons, safety, light. All gone, all lost. Only his Silmarils calling for him from across the sea. 	After the Darkening	133	Teen And Up Audiences	His father is dead, the light is gone and the Silmarilli are...somewhere. He can still find the Silmarilli. 	1	2019-02-22	0
84	104	2	Creator Chose Not To Use Archive Warnings,M/M,Harry Potter - J. K. Rowling,Albus Severus Potter/James Sirius Potter,Teddy Lupin/Scorpius Malfoy,Harry Potter/Ginny Weasley,Draco Malfoy/Harry Potter,Albus Severus Potter,James Sirius Potter,Lily Luna Potter,Scorpius Malfoy,Teddy Lupin,Harry Potter,Draco Malfoy,Ginny Weasley,Molly Weasley,TBE - Character,Unrequited Love,Mutual Pining,Angst,Fluff,Fluff and Angst,Sibling Incest,Pottercest (Harry Potter),Slytherin Albus Severus Potter,Oblivious James Sirius Potter,James Sirius Potter is a Good Sibling,Bisexual James Sirius Potter,BAMF Lily Luna Potter,Ravenclaw Scorpius Malfoy,Pining Scorpius Malfoy,Cinnamon Roll Scorpius Malfoy,Other Additional Tags to Be Added,Not Harry Potter and the Cursed Child Compliant,	17886902	It's strange, falling for James Sirius Potter. He's quite the popular bloke at Hogwarts. You never know if he's going to so much as notice you exist. It's even stranger when he's your brother. What can I say? I didn't plan it. Obviously it's not strange in the same way. He's obviously noticed me. He lives with me, for Merlin's sake. (Oh, jolly me.) Let me just say. My sixth year at Hogwarts is not looking to be my greatest year .        Anyone who has any interest in reading this, let me know. It's gonna be really eventful and sad and it's made me cry just plotting it. There's lots of twists and turns and Scorpius and Teddy get really cheesy. James is a bad boy, Lily's favorite colour is floral (I think that sums her up), Al is a mystery as to how he got into Slytherin, and I never base my characters in the Cursed Child. 	Call It What You Want	157	Teen And Up Audiences	It's strange, falling for James Sirius Potter. He's quite the popular bloke at Hogwarts. You never know if he's going to so much as notice you exist. It's even stranger when he's your brother. What can I say? I didn't plan it. Obviously it's not strange in the same way. He's obviously noticed me. He lives with me, for Merlin's sake. (Oh, jolly me.) Let me just say. My sixth year at Hogwarts is not looking to be my greatest year. 	0	2019-02-22	0
85	825	50	No Archive Warnings Apply,Gen,The Umbrella Academy (TV),Klaus Hargreeves,Drug Withdrawal,	17886083	Sobriety hasn't been kind to Klaus.     He's been fleeing the feeling for hours. A groan that quickly scratches into a scream leaves him, the last of his soul, shivering out of his lungs. He can barely remember why he was like this. His skin is wet and shiny, like a precious stone, he thinks, dazed, to match the ones hanging between his legs.     He giggles, because why not?  It's a hiccuping thing, pitiful. The empty and parasitic, comedic charm of a spent junkie. There's nothing even remotely funny to laugh about. He feels the aching down to his bones. His head hurt, so bad.     Cold turkey can kill, you know.     He ignores that. Focuses on something else.     What else is there? There's nothing but this.     'No one— no one wants to even listen to you right now,' he finds himself saying, slurring every word and tripping pathetically over the syllables. Tripping. Falling. Only this time, there was no chance of breaking his jaw. He had his voice. Only him.     It's just you, Klaus.     'Right, right.' 	it's just you	175	Teen And Up Audiences	Klaus is proving to be quite the headache for Hazel and Cha-Cha. But then the withdrawals close in.   (Frame concept, exercise) 	4	2019-02-22	1
86	4	0	Graphic Depictions Of Violence,Other,Dead Space (Video Games),Isaac Clarke,Necromorph (Dead Space),Emotional Baggage,Emotional/Psychological Abuse,Emotional Roller Coaster,Death,Drabble,Poetry,Free Verse,	17884655	"Back arched  Holding its body upright with a stiff disposition. The gaping maw of a man long forgotten Lurches forward with a choked wail.  It nearly topples me over with it's dead weight. Those hands are knives, ripping and slashing away at every single fibre. Those empty, hallowed sockets will never leave me.  Nor will the agonized cries as I realize that creature... That thing was still somewhat human. Human insides begging, pleading for me to stop:  ""Oh God! It hurts! Please God, no! It hurts! You're going to kill me!"" It pathetically whimpers and mewls. It keeps growing. Clinging to the walls like A parasitic lichen. I remove ""it""  Him  Little by little  Day by day  Until he was finally down from that wretched mass of pulsing flesh  But he has gone silent.  Still.  His agony is gone, but I am now alone. "	Wall Guardian	144	Teen And Up Audiences	An emotionally-fucked Isaac stumbles upon a suffering soul; neither alive nor dead. 	0	2019-02-22	0
87	6	0	No Archive Warnings Apply,Within Temptation (Band),Rewrite,Rhyming,Resist (WT album),Resist (album),Panic Attacks,Unhealthy Relationships,draft,crisis in relationship,	17883518	I was supposed to feel safe here, protected  I don't care if it's raining or hailing  You know you hurt me but your stubbornness won't change it 	rewriting Holy Ground	152	Teen And Up Audiences	 	0	2019-02-22	0
88	UNKNOWN	9	No Archive Warnings Apply,M/M,Code Geass,Kururugi Suzaku/Lelouch Lamperouge | Lelouch vi Britannia,Kururugi Suzaku,Lelouch Lamperouge | Lelouch vi Britannia,Romance,Angst,Past Relationship(s),Unrequited Love,	17881514	When Suzaku reaches out to touch Lelouch's cheek, his skin is warm. So many questions run through his mind — how is he alive? When did he come back? — and, at first, the words stick in his throat.  He looks just like he remembers him; from the Zero Requiem, and even before that. Suzaku wonders if he himself has changed much — if the pain and stress of losing Lelouch and taking the mantle of Zero has made him unrecognizable.  Back when they both went to school together, Suzaku would kiss him until their lips ached. It seems so long ago now, but Lelouch's lips still look the same. If he moved just a bit closer — if he tilted his head just a fraction — he could relive those memories.  But the Lelouch he once knew and loved is gone, and as painful as that thought is, there is some relief in the closure. 	How On Earth	151	Teen And Up Audiences	Suzaku has so many questions for Lelouch.   (Lelouch of the Re;surrection spoilers.) 	0	2019-02-22	0
