entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
32	64	8	No Archive Warnings Apply,Gen,Be More Chill - Iconis/Tracz,Jeremy Heere &amp; Brooke Lohst,Jeremy Heere,Brooke Lohst,The Squip (Be More Chill),Age Regression/De-Aging,Non-Sexual Age Play,Drabble,	17897606	Jeremy hates clothes shopping.              Objectively, it's one of the worst things in the world, next to public speaking. And guess who has a presentation next week?              Not only is it worth a quarter of his final grade, not only does the teacher not like him, but the presentation also comes with a 'professional attire' requirement. And when Brooke saw him lay out a wrinkly, ill-fitting button-down shirt, needless to say, she flipped her lid.              Jeremy is so grateful to her for this. He really is. But after having to drive a half an hour to the nearest mall, getting caught in traffic, and then being herded into a stuffy mall, he's feeling very, very cranky.              'Jeremy, you need a nap,' his Squip informs him, which Jeremy responds to by telling him to shut up.              He can muscle through a few hours of being at the mall if it means getting a good grade on his presentation. If it means making Brooke happy.              Brooke holds a shirt up against his shoulders.              'Aww, you look so handsome!' Brooke coos, brushing his bangs from his forehead.              He preens under the attention.              Yeah, he can do this.	Shopping (Regressuary Day 22)	193	Teen And Up Audiences	Prompt: Character A and B go clothes shopping.  Jeremy is a little stressed about an upcoming presentation. Brooke helps as best she can.	1	2019-02-23	0
33	11	1	No Archive Warnings Apply,F/F,Ookiku Furikabutte | Big Windup!,Momoe Maria/Shinooka Chiyo,Shinooka Chiyo,Age Difference,Secret Relationship,Femslash February,Kissing,Established Relationship,Introspection,Teacher-Student Relationship,(sort of),Power Imbalance,Fluff,Femslash February 2019,Unhealthy Relationships,Prompt Fic,Ficlet,	17897408	Shinooka, the manager of the boys' baseball team, is proud to say she has a girlfriend. However, she wouldn't actually tell you who her girlfriend is, because their relationship is a secret.  You see, her girlfriend is Momoe, the coach of her team. Which means their relationship comes with a big age gap and a power imbalance and is skirting the boundaries of whether it is illegal or not. Even if it is illegal, she doesn't care. She loves Momoe, and she never wants to leave her.  So she can't tell people who she is dating, even if she wanted to. And this means that whenever they kiss, they have to make sure that nobody can see them.  Which means whenever they're getting out the equipment before baseball practise and happen to find themselves alone, Shinooka reaches up and gives her girlfriend a discreet kiss.  Yeah, this relationship is definitely problematic, but Shinooka doesn't care. She just wants to experience this for as long as she can.  She never wants this to end.	A Secret Relationship	173	Teen And Up Audiences	Shinooka is dating her team's coach, but the relationship is a well guarded secret.  [Kiss 13: Discreetly]	0	2019-02-23	0
34	10	2	No Archive Warnings Apply,Star Wars: The Clone Wars (2008) - All Media Types,Original Mandalorian Character(s),Pre Vizsla,Alternate Universe,Conrad is not impressed,Originally Posted on Tumblr,	17896058	Tib sighed as he finished changing Eli's bandages which earned a wince from his idiot of a bodyguard. 'I'm sorry, I thought things were going great.' Tiberius said as he checked over a cut on Eli's cheek, scowling slightly. 'There were none of the signs of an ambush or anything.'.  'We were dealing with a Sith Lord.' Old Man Reau remarked from his spot where he was treating Pre, not too gently either which earned a wince from Tib's older half-brother. 'Next time when I say not to deal with Force-users, you better fucking listen. You have a brain, use it.'.  'But…..'.  'I didn't raise you to act before you fucking think.' Reau snapped back with a scowl. 'Why do you think some of the warriors listen to Tiberius and Bo-Katan?'.  Tib's attention was dragged away from the bickering pair as Eli shifted a bit. 'You were right.' Eli pointed out.  'No more trusting Sith Lords.' Tiberius said with a smirk which earned a nod.	Never Trust A Sith	165	Teen And Up Audiences	It's always unwise to trust a Sith.	0	2019-02-23	0
35	28	3	No Archive Warnings Apply,M/M,Star Trek,Pavel Chekov/Original Male Character,Leonard &quot;Bones&quot; McCoy,Pavel Chekov,Dad!Bones,Bisexual Pavel Chekov,Fluff,SO MUCH FLUFF,hurt!chekov,Bones is such a dad here,Drabble,	17895881	"""How many times do I have to tell you to be careful?"" Bones grumbled as he applied healing salve to the young navigator's cheek. ""You don't even work somewhere dangerous and that burn is the size of half a dinner plate!'  ""Sorry, ser"" Pavel Chekov replied guiltily, trying not to wince from the pain of his injury, despite the fact that the doctor was being as gentle as possible. Bones was mainly all bark and no bite, unless you really got him angry. Thankfully though, he had a soft spot for the young Russian navigator.   'Never mind. Just…don't handle anything hot.'  Seeing the horrified look on the boy's face, he added 'except your boyfriend. Handle him any way you like.'  His face brightened, and Bones found himself smiling back in spite of everything.   'Now go. And be careful next time.'  'I will, ser!'  Bones opened his mouth to add something more, but the boy was already running out of medbay, clearly excited about something. Shaking his head, Bones went back to his files with a soft smile playing on his lips."	Hot Stuff	182	Teen And Up Audiences	When Chekov is injured, Bones patches him up. Fluff ensues.	0	2019-02-23	0
36	3	0	Creator Chose Not To Use Archive Warnings,M/M,Uta-kata,Toudou Kai/Toudou Sei,Toudou Kai,Toudou Sei,	17891873	If they only had the one night, there was no room for hesitation or doubt, no time for regret or worry. They had only this - Kai's fingers in Sei's hair, his lips on Sei's neck, his body pressed close in the greatest of need. Somehow they got to Sei's bed - in hindsight Sei was sure they should have fallen over something and maybe they did but he just hadn't brought himself to care or commit it to memory. Not in the way he was memorizing Kai's bold touches, little noises, and sheer hunger. Sei vowed not to forget a second of it, even when they got to parts that turned out gleefully awkward and ended in laughter - Sei certainly hadn't prepared to have anybody over and in his bed, after all. One night... and they more than made the most of it.	The Most	142	Teen And Up Audiences	That last night...	0	2019-02-23	0
37	5	0	Creator Chose Not To Use Archive Warnings,Gen,Pretty Little Liars,Ezra Fitz/Aria Montgomery,Alison DiLaurentis/Ezra Fitz,Ezra Fitz,Alternate Universe - Canon Divergence,Season/Series 01,Ezra Fitz is A,Dark,Drabble,	17890433	Ezra was caught off guard when Aria knocked on his door for the very first time. He rarely had visitors, and his apartment was a dreadful mess.  He didn't answer, but watched her through the peephole. A vantage point he appreciated.   She waited. Preened her hair. Nervously looked around.  Eventually she left, and he relaxed.  Ezra poured himself a glass of scotch, and resumed admiring the walls plastered with newspaper clippings, typewritten prose, and fleshly photos of Alison DiLaurentis. If Aria ever were to discover his little obsession with her dead best friend...   He'd probably have to kill her, too.	Zen and the Art of Interior Decorating	100	Teen And Up Audiences	Fitz isn't one to entertain guests.	0	2019-02-23	0
38	19	2	Creator Chose Not To Use Archive Warnings,Gen,Supernatural,Your OC,	17889671	"((((((((((((((((((((( ""Oh man, you shoulda seen it! Molech was practically frothing at the mouth! He was sure he was next in line for the crown!"" Laughing, the more than slightly tipsy demon gestured to the bartender for another round. His companion, currently occupying a leggy blond showgirl from Atlantic City, just stared morosely into his glass. ""What's wrong?"" Mr. Tipsy took a gulp of his drink. ""You act like Mary Magdalene took a dump in your Pradas."" The blond shrugged. ""I miss Crowley."" ""What?"" Mr. Tipsy almost choked on his margarita. ""Why? Another shrug. ""At least Crowley had some freaking style"	THE GOOD OLD DAYS	100	Teen And Up Audiences	He may have been a treacherous, smarmy git but he was OUR treacherous smarmy git!	0	2019-02-23	0
39	17	2	No Archive Warnings Apply,F/F,Marvel Cinematic Universe,Thor (Movies),Marvel,Jane Foster/Sif,Jane Foster (Marvel),Sif (Marvel),Femslash February,Femslash February 2019,Alternate Universe,Drabble,Slice of Life,Courtship,Courting Rituals,Asgardian Culture (Marvel),Fluff,Weapons,	17889572	"""How about this one?"""	A Sign Of Intention	101	Teen And Up Audiences	Sif wants to buy Jane a weapon. (Written for Femslash February 2019. Sif/Jane, AU, complete.)	0	2019-02-22	0
40	0	0	Graphic Depictions Of Violence,Major Character Death,방탄소년단 | Bangtan Boys | BTS,Jeon Jungkook/Jung Hoseok/Kim Namjoon/Kim Seokjin/Kim Taehyung/Min Yoongi/Park Jimin,Kim Namjoon | RM,Kim Seokjin | Jin,Min Yoongi | Suga,Jung Hoseok | J-Hope,Park Jimin (BTS),Kim Taehyung | V,Jeon Jungkook,	17914307	He was told his lawyer was coming that day. He didn't feel confident to talk to him yet, he needed some time to think what was next for him. After all, he killed a man and he knew he had to be punished. But he was so young and was so scared, he hadn't had a good sleep in days and his mind was racing in a high speed that made his head ache. But he wanted to explain himself, even if he ended up in jail for the rest of his life. He needed to tell the truth, wishing someone would understand why did he take a life with his own hands. His hands where shaking, his eyes locked on them as if staring at them would make the room disappear.  He wanted to see the rest of BTS so bad, but they weren't allow in, since Jungkook was now a dangerous person. It was funny, everyone who met him knew he would never do anything to hurt his members. Anyway, it seemed like he already did.	The Truth I Never Told	178	Mature	AU where Jungkook kills a man and nobody understands why.	0	2019-02-25	0
41	UNKNOWN	2	No Archive Warnings Apply,M/M,Code Geass,Kururugi Suzaku/Lelouch Lamperouge | Lelouch vi Britannia,Lelouch Lamperouge | Lelouch vi Britannia,Kururugi Suzaku,Spanking,Established Relationship,Canon Era,Romance,Mild Sexual Content,	17911433	"Lelouch runs one hand up the small of Suzaku's back while the other cups his ass. Even with the lights turned off, he can make out the figure of his lover: his tousled hair, his face pressed into the sheets.  ""Are you sure you want this?"" he asks, at which Suzaku lets out a breathy sigh.  ""Yes, Lelouch. Please.""  Putting his hands on Suzaku is nothing strange to him; he's grown accustomed to exploring every inch of his body with his fingertips, but hitting him is something else entirely.  When he hits Suzaku's ass, it is barely more than a light tap. His lover shivers beneath him, regardless, and he repeats the motion. Every time, he stops just short of outright smacking him — like his lover had asked of him.  Lelouch cannot bring himself to hurt Suzaku like this, after all."	In the Palm of His Hand	141	Mature	Suzaku asks Lelouch to spank him. Lelouch tries.	3	2019-02-24	0
42	7	0	No Archive Warnings Apply,F/F,Bleach,Inoue Orihime/Kuchiki Rukia,Inoue Orihime,Kuchiki Rukia,Beautiful,Femslash,Personal Favorite,Flowers,Gentleness,Kissing,Rare Pairings,	17910941	Certain items shouldn't be used on clothing. Chappy belongs in that category. Rukia's kisses are tentative despite being stripped down to her panties and bra. Her pale skin gleams silver beneath the moonlight, backlit by the blossoming trees. A proper breeze will shake the petals down, upset the thick syrupy air but it never comes.   Orihime presses her nose into Rukia's hair as she peppers her neck with hurried kisses. Goosebumps line their exposed skin, but neither pulls away from their embrace to return indoors.   'I'm happy here,' Orihime whispers, squeezing Rukia until she gasps. 'Ever made lingerie from blossoms?'	Beneath The Blossoms	100	Mature	A proper breeze will shake the petals down, upset the thick syrupy air but it never comes.	0	2019-02-24	0
43	26	2	Creator Chose Not To Use Archive Warnings,M/M,Tortall - Tamora Pierce,Alexander of Tirragen/Roger of Conté,Roger of Conté,Alexander of Tirragen,Age Difference,Power Imbalance,Dysfunctional Relationships,Aphrodisiacs,Bondage,Extremely Dubious Consent,	17907236	'Whatever shall I do with you?' Roger asks, brushing a wayward tear from his squire's face.   Alex's wrists were already secured to the bedposts by the time the drugged wine started to take effect, stoking his arousal and reducing him to this shivering, whining mess.  'Anything you want, sir.'  He shudders from head to toe.  'Please.' The unraveling of Alex's everyday composure is always a remarkable sight, like watching a fire consume a forest or a cliff face crumble into the sea.  Roger allows himself one more moment of silent admiration, strokes Alex's collarbone and the racing pulse in his neck, before adopting a gently scolding tone: 'Now, now.  Didn't your instructors teach you to be specific? There are so many parts of you that I could kiss, or caress, or  fill … and in quite a few different ways, too.  Tell me what  you  want.'  Such a thing does not, of course, matter as much as Alex thinks it does, assuming that he is still capable of thinking at all.  'And tell me why, indeed, I should give it to you.'  Roger doesn't even have to feign interest in Alex's answer.  'Then I shall decide how much you truly deserve.'	Rising Heat	200	Mature	Roger loves watching Alex lose control.	2	2019-02-24	0
44	278	5	Underage,M/M,yiyangqianxi wangjunkai,	17906294	'呵，小崽子，你和你姨娘果然是一家人啊，性子一样的野哈哈哈哈哈.....想当年她被我玩弄的时候，你怕是连毛儿都没长齐吧。' '那娇嫩的肌肤，丰满的双//乳，动人的桃花眼，又窄又紧的嫩//穴，真是让我一生难忘啊哈哈哈哈哈哈....' '哦对了，你华姨的身子，差你姨娘一点，没那么会吸咬，不过她躺在我身下的时候，倒是比你姨娘乖得多啊..........'	旧事（中）	130	Mature		0	2019-02-24	0
45	65	0	No Archive Warnings Apply,F/F,F/M,M/M,Multi,Aladdin (1992),Aladdin: The Animated Series,Disney - All Media Types,Disney Princesses,Disney Cartoons (Classic),The Great Mouse Detective (1986),Pocahontas (1995),Treasure Planet (2002),Hercules (1997),The Princess and the Frog (2009),Mulan (1998),Moana (2016),Frozen (2013),Tangled (2010),Any - Relationship,Any,Prompt Fic,Prompt Fill,request,Fanfiction,Request Meme,	17898029	So I used to write A LOT over at the disneykinkmeme. I loved taking pony, dark or just entertaining fics ideas or intriguing couples and scenarios and turning them, rather quickly, into stories. I'm taking requests here, since disneykinkmeme is pretty much dead. Guidelines within, but know preference and first dibs comes from people who have reviewed any of my work.  1. I won't do pedophilia or scat. Prompt in a review below!	Taking Requests and Prompts	129	Mature	So I used to write A LOT over at the disneykinkmeme. I loved taking porny, dark or just entertaining fics ideas or intriguing couples and scenarios and turning them, rather quickly, into stories. I'm taking requests here, since disneykinkmeme is pretty much dead, from reviewers of previous work. Guidelines within, but know preference and first dibs comes from people who have reviewed any of my work.	6	2019-02-23	1
46	50	2	Graphic Depictions Of Violence,Major Character Death,M/M,Voltron: Legendary Defender,Curtis/Shiro (Voltron),Curtis (Voltron),Shiro (Voltron),Death,Suicide,	17882093	"Curtis isn't even worth the lead in the shell casing, but he still sucks the barrel of the gun into his mouth and pulls the trigger.   It's been two weeks since his marriage to Shiro, since they swore their ""I dos"" in front of all of Shiro's friends and loved ones. Curtis thinks that it'll help him with all the guilt eating him from the inside out but it doesn't.  Curtis is a liar. He's a hack. He's a fraud. He's nothing but pain and misery on everyone around him.   Even Shiro.   Especially  Shiro.  Curtis doesn't cry, doesn't make a sound.   He has no voice, no name, no personality.   He's always been an empty shell.   Now he really is one."	An Empty Shell	120	Mature	Curtis puts a bullet in his head because he isn't worth anything else.	0	2019-02-22	1
47	33	2	No Archive Warnings Apply,M/M,Fire Emblem: Kakusei | Fire Emblem: Awakening,Lon&#39;qu/Riviera | Libra,Lon&#39;qu (Fire Emblem),Riviera | Libra,Post-Canon,Gentle Sex,Hand Jobs,Domestic Bliss,	17881721	The timbers of the house creak as they settle; the crickets hum concertos outside. The children are all of them tucked into bed, sent off with kisses and the words of Marth's Prayer. Lon'qu strains to hear the sounds of floorboards, finds none.  Only Libra's breaths beneath him, soft noises that edge from his throat. Lon'qu kisses his jaw, moves his calloused hand below the sheets.  Another, bordering on a gasp. Libra's neck twists, presses the side of his face into the splay of his hair, golden like cornsilk, like his well-loved rosary.  'Hush,' Lon'qu rasps, but doesn't stay his hand. Libra nods absent, the world distant, blurry through the warm waters of his mind. Still cries out at the feel of Lon'qu on his delicate skin.  Lon'qu's hands, hardened now from work rather than war. From the splitting of wood, careful tying of tomato plants to stakes. Hauling water from the well.  They fought two wars to come to this, fought death and gods and their own bodies, infested houses shot through with fear.  Libra keens, and Lon'qu catches it in his mouth, his chapped lips pressing soft.   I know,  he doesn't say. Libra pants and shifts and understands.	silence golden like cornsilk	200	Mature	"""Libra keens, and Lon'qu catches it in his mouth, his chapped lips pressing soft.""  A quiet night. Libra can't help himself."	4	2019-02-22	0
48	844	68	No Archive Warnings Apply,F/M,Lucifer (TV),Chloe Decker/Lucifer Morningstar,Chloe Decker,Lucifer Morningstar (Lucifer TV),First Time,Drabble,Wordcount: 100,Flash Fic,Non-Graphic Smut,Implied Sexual Content,	17879372	Lucifer talks in bed. It's not a surprise, with the way he talks the rest of the time, but somehow it's still not what Chloe expects. Before they actually get together she would have laid money on him purring filth at his partners in the kind of voice that made it all seem like a spectacular idea. When they go to bed, he purrs alright, but there's no filth.  Tell me how you like this.  You're astonishing.  Can you come again? Let me put my mouth on you?  Chloe, Chloe, Chloe! When he comes the words evaporate in a gasp.	Speechless	100	Mature	What Lucifer says in bed isn't always what Chloe expects.	18	2019-02-22	2
49	255	9	No Archive Warnings Apply,F/M,Supernatural,Dean &amp; Reader,Dean &amp; You,Dean Winchester &amp; Reader,Dean Winchester x Reader,Dean Winchester/You,Dean Winchester,Reader,You,	17877176	'Can we have sex?'  She asked suddenly.  She was greeted by a snort, the sound of bubbles being blown through liquid as Dean choked on his coffee.                  'What?!'  His head jerked up he stared at her across the small hotel table.  'What did you just say?'                 'Can.  We.  Have.  Sex?'  She repeated more slowly.  'I'm bored.  Sam will be gone for hours, we're stuck in a dry county, and I'm so horny.'                 'But, Y/N, we're—' Dean began.                 'Oh come on.  I'm not asking for commitment.  I'm basically asking to borrow your dick for a half hour.  You're only surfing porn over there.'  She stood up.                 Now he looked offended.  'It would take a lot longer than a half hour, princess.'                 Got him.  'Okay, 45 minutes.'  She moved to stand next to his chair where he didn't even bother to hide super manga tentacle the site he was on.                  'Sweetheart, you're about to be very…very wrong.'	Borrowed	157	Mature	She's bored and asks Dean a very simple question.	2	2019-02-21	0
50	388	10	No Archive Warnings Apply,M/M,Captain America (Movies),Steve Rogers - Fandom,James &quot;Bucky&quot; Barnes &amp; Steve Rogers,James &quot;Bucky&quot; Barnes/Steve Rogers,Steve Rogers &amp; Tony Stark,James &quot;Bucky&quot; Barnes &amp; Sam Wilson,Steve Rogers,James &quot;Bucky&quot; Barnes,Sam Wilson (Marvel),Rebecca Barnes Proctor,George Barnes (Marvel),Winifred Barnes,Tony Stark,Alternate Universe - Modern Setting,Bucky Barnes Has PTSD,Post-Traumatic Stress Disorder - PTSD,Hot Sex,Bucky Barnes Needs a Hug,Bucky Barnes Recovering,Bottom Bucky Barnes,Top Steve Rogers,Tony Stark Does What He Wants,BAMF Tony Stark,Sam Wilson Is a Good Bro,Sam Wilson is a Saint,Gay Sex,Gay Bucky Barnes,Bisexual Tony Stark,	17877029	"Another batch of ""babies"" is ready to leave the nest! And to be honest, they go to the probably fluffiest story I've had the honor to do art for so far -   ""And Then Some""   by maracopland, written for the latest round of Stucky AU Big Bang. As mentioned, it's super-fluffy, with just a dash of angst, and one of the sweetest and most romantic scenes I've ever read! And now, without further ado, on with the art show!   Cover:  Header:                              Scene Pics:  (here I will ""cheat"" a little bit, as I did one scene in Chapter 6 completely, but for the sake of not spoilering you, I only put up the first pic (for now))         Icons:         Notes: Images: Steve &amp; Bucky:  genrecaps  Fonts: Title &amp; Chapter Headers:  Betty Lavea  Names &amp; Scene Texts:  Ballerine Script   That's all! And now please head over to the story and leave my author some love!"	And Then Some - Artpost	153	Mature	Story summary: Sam knows damn well Bucky's single, and he's sick of seeing his friend miserable and locking himself away in his room. He also knows that Steve is single, fresh off a breakup, and could use someone sweet like Bucky. Being a fantastic friend, Sam sets them up on a date. It's not always easy, and it's not without a bump in the road, but ultimately, thanks to Sam, they have a real shot at happiness.	0	2019-02-21	0
51	94	8	Creator Chose Not To Use Archive Warnings,F/M,Dragon Age (Video Games),Dragon Age: Inquisition,Female Inquisitor/Solas (Dragon Age),Female Lavellan/Solas,Mage Inquisitor/Solas,Lavellan/Solas (Dragon Age),Lavellan &amp; Solas,Solas (Dragon Age),Female Lavellan (Dragon Age),Vivienne (Dragon Age),The Iron Bull (Dragon Age),Sera (Dragon Age),Cole (Dragon Age),Dorian Pavus,Cassandra Pentaghast,Leliana (Dragon Age),Cullen Rutherford,Corypheus (Dragon Age),Fen&#39;Harel (Dragon Age),Blackwall (Dragon Age),Varric Tethras,Josephine Montilyet,Viuus Anaxas,Gaspard de Chalons,Florianne de Chalons,Briala (Dragon Age),Imshael (Dragon Age),Spoilers,Fluff,Slow Burn,Dalish Lore,Necromancy,Dalish Elven Culture and Customs,Post-War Table Operation: Protect Clan Lavellan (Dragon Age),	17874746	"COMPLETED TO DATE (Feb 2019): 15 Chapters of 90  *for link opening ease, right click and choose ""Open link in new tab""*    Click here  to go directly to the Playlist on Soundcloud.   Chapters 1-4 (33:22)  Soundcloud link  Dropbox download  (32 MB, mp3)   Chapters 5-8 (28:27)  Soundcloud link  Dropbox download  (27.3 MB, mp3)   Chapters 9-11 (19:56)  Soundcloud link  Dropbox download  (19.1 MB, mp3)   Chapters 12-15 (34:31)  Soundcloud link  Dropbox download  (33.1 MB, mp3)"	Apotheosis - Podfic/Audiobook	182	Mature	Rumor would have it that I'd known all along, and I bitterly wished that it were so. That I'd been clever enough to see it for myself, the pieces were all laid out neatly enough. But the truth was that I didn't suspect a thing, not until the end. Cassandra said I should start from the beginning, and so I suppose I shall.	6	2019-02-22	4
52	14	0	Creator Chose Not To Use Archive Warnings,Gone With the Wind - Margaret Mitchell,NCIS,Scarlett O&#39;Hara,Jethro Gibbs,Ellen O&#39;Hara,Alternate Universe - Time Travel,	17871266	There is nothing to say, zero, nada.. a century and half versus barely after thirty of her Mother (God, Scarlett remembers quite  well  her thirties – she had been on her forth husband then, good for her, too bad for Rhett) – Scarlett stands frozen, and feels time drag its feet, mocking her prayers from long ago 'just see mother, speak.. ask'.  Ask – what? There is nothing left to ask. She, Ellen, has committed the utmost sin in her books – she has given up. Given up trying to live, live and be bloody happy for each morning you open eyes. No.. instead she longing in her head for teenage infatuation, still seeing the death of unhinged teenager as her fault. Scarlett winces, approaching  mother.  It seems pretty obvious, where her own obsession with Ashley might come from – probably there is something wrong with their genetics, inherited like predisposition for depression is falling for idiot, for fantasies life – doesn't matter whether the name is Ashley of Robbilard. There is nothing left to say, nothing to ask. There is cover not to be blown, and getting the hell out of here, out, out and out.	Then we take..	191	Mature	Curse: may your wishes come true!	0	2019-02-21	0
53	157	0	No Archive Warnings Apply,M/M,The Texas Chainsaw Massacre (Movies),Nubbins/Reader,Nubbins/Male Reader,Nubbins,Reader,Reader-Insert,Reader-Interactive,	17867381	'Pose for me baby!'  You do exactly that, laughing along with Nubbins as you pose dramatically alongside the corpse the two of you had just finished digging up to rob. Nubbins takes several photos in succession as you pose first over draped over the tombstone, and then another of you blowing a kiss as you show off the dead man's rings, now on your own hands.  After tossing the corpse back in the desecrated grave you turn to your boyfriend, 'Ready to head home?'  Nubbins only comes closer to you, not answering at first, before coming closer to you as you watch with an eyebrow raised.  'How about we take some more...private photos?'  He reaches into his sash, pulling a private polaroid the two of you had taken in the house before.  'Not here!'  You shove him away, before giving a wink.  ' But once we're back to the house, I might just think about it.'	Look at This Photograph	156	Mature	"""Okay so, I'd love to see you write literally anything with Nubbins. Theres not enough for this awful photo boi"""	0	2019-02-20	0
54	302	8	No Archive Warnings Apply,F/M,Far Cry: New Dawn,Far Cry 5,Female Deputy/Joseph Seed,Female Deputy (Far Cry),Joseph Seed,spiritual ascension,	17860592	Dig up the roots, anointing in earthy sap.  Breathe the process of creation, exhaling the fulfilment of death.  Joseph reflects on his doings.      Peace is distilled in the water turned from wine, the reversal bitter but necessary.   Golden prophecies rust in waning sunlight; die on the bronzing tongue.  ‘‘Don't speak,'' she whispers, and the silence becomes a prophecy of it's own.     Prayer is in the breath.  Death becomes life, and what comes of it is eternal.   ‘‘There. Now, ascend,'' her hands wreath around his throat and chest.      Inhale, hold, and exhale.   The living, the waiting, the dying. There is more.  Sin wades, tides over. Rebirth is in the sea-foam, crystallising on the shore.     ‘‘Pass on from this,'' she instructs. ‘‘Pass on.''  Joseph opens his eyes, and the eclipse dissolves.	speak not, prophet, speak not at all	129	Mature	Prayer is in the breath.	0	2019-02-20	0
55	31	4	Underage,M/M,그 끝에 있는 것 | At the End of the Road (Webcomic),Choi Minjun/Lee Hoon,Choi Minjun,Lee Hoon,Collars,mild choking,sesquidrabble,100 Fandoms Challenge,	17856725	Minjun hummed with satisfaction when he finished buckling the collar around Hoon's throat.  He slipped two fingers underneath the band and tugged at it lightly to test the slack, grinning when he saw the goosebumps break out on Hoon's neck and felt the motion of Hoon's gulp against his fingers.  Minjun let his palm rest there against Hoon's neck, half of it under the collar. He could feel it when Hoon swallowed again, could feel the movement of that throat against his skin, and he thought about how much better it would feel if he pressed down, tightened his grip a little more.  Minjun decided he liked that thought. He liked it  a lot  .   'Not too tight, right?' he asked, and Hoon shook his head like he'd complain even if the collar were tight enough to asphyxiate him.  They both knew he wouldn't, of course. That's what made this fun.	good boys do what they're told	150	Mature	Minjun hummed with satisfaction when he finished buckling the collar around Hoon's throat.	0	2019-02-20	0
56	21	0	Creator Chose Not To Use Archive Warnings,Gone With the Wind - Margaret Mitchell,Scarlett O&#39;Hara,Jethro Gibbs,Ellen O&#39;Hara,Crack,Idealism,Time Travel,	17852957	Getting rid of Tarletons twins was easy; Mummy not so. -  Is de gempmum gone?  Huccome you din' ast dem ter stay fer supper, Miss Scarlett?..  - And?  Years has not made Scarlett mellower, nor more inclined listen to idiotic prattle. Nevertheless, one unblinking, stone-faced Gibbs-glance had Mammy slowly backing away, not daring to voice her disapproval.   The look on her beloved Scarlett's face had been pure Solange Robillard, just before doling out punishment in earnest; Mammy's back tinged in memory and stomach rolled in cold fright. Solange and something else, equally frightening, but fleeting impression of Solange had been more than enough to retreat in home.	First We Take..	105	Mature	Next few hours she spends, exploring the house, re-discovering it, waiting for evening and mother.	0	2019-02-19	0
57	80	2	Creator Chose Not To Use Archive Warnings,M/M,おそ松さん | Osomatsu-san (Anime),Matsuno Ichimatsu/Matsuno Karamatsu,Matsuno Choromatsu/Matsuno Osomatsu,Matsuno Jyushimatsu/Matsuno Karamatsu,Matsuno Osomatsu,Matsuno Karamatsu,Matsuno Choromatsu,Matsuno Ichimatsu,Matsuno Jyushimatsu,Matsuno Todomatsu,Other Additional Tags to Be Added,	17852195	Hi I'm Kaden! This book is going to   not be a fanfic I will have an update date to   and thus will have random updates. (I'll make sure to tweet when I've done so). When i get other books up I'll make sure to have a date I'll update by!  I will be doing NSFW as well as SFW but also i will be doing fetish writing as requests but i have a very small limit of what i feel comfortable writing. As this goes up I'll start working on a ichikara installment.	[brotherly love] [BLまつ]	104	Mature	One shots or maybe two parter osomatsu san Blまつ fics. (Basically a vent system i can use lets be honest.) my twitter is @Jysumtsn and i'd appreciate suggestions to write bc im not good at ideas,,  (or apparently summarys)	0	2019-02-19	0
58	15	1	Creator Chose Not To Use Archive Warnings,M/M,Sengoku Basara,Akechi Mitsuhide/Matsunaga Hisahide,Akechi Mitsuhide,Matsunaga Hisahide,Implied Sexual Content,Rough Sex,Bruises,Pain,BDSM,Masochism,Escapism,Unhealthy Coping Mechanisms,Surrealism,Free Verse,First Person,Akechi Mitsuhide is His Own Warning,	17847383	i stay because you keep me whole  but i beg of you, keep me dizzy	Shake It	143	Mature	Close your eyes/fall back/give in.	0	2019-02-19	0
59	161	11	No Archive Warnings Apply,M/M,Downton Abbey,Thomas Barrow/Matthew Crawley,Thomas Barrow,Matthew Crawley,Forbidden Love,Closeted Character,World War I,Romance,Secret Relationship,Drabble,	17843183	Matthew panted as he lay on top of Thomas. The fear and pain of past years, of their separation, seemed to fade into the distance and all that Matthew knew was the feeling of floating euphoria that he felt being with his love, reunited at last and as one again. Thomas' legs wrapped around him as he spurred Matthew on and Matthew moaned, his lips coming to caress Thomas' neck, before he met Thomas' ear.  'I thought I'd never see you again, my beloved… My darling… My love!'  Thomas convulsed and Matthew cried out as Thomas' orgasm brought his own.	To Be In Your Arms Once Again	100	Mature	Matthew panted as he lay on top of Thomas.	1	2019-02-18	0
